sample,image_file,mask_file,dist_file,outlier
sample_1020,train\crops\sample_1020_crop_sphere_outlier_water.nii.gz,train\crops\sample_1020_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1020_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1020,train\crops\sample_1020_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1020_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1020_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1020,train\crops\sample_1020_crop.nii.gz,train\crops\sample_1020_crop_label.nii.gz,train\dist_fields\sample_1020_distance_field_crop.nii.gz,0
sample_1019,train\crops\sample_1019_crop_warp_outlier.nii.gz,train\crops\sample_1019_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1019_distance_field_crop_warp_outlier.nii.gz,3
sample_1019,train\crops\sample_1019_crop_sphere_outlier_water.nii.gz,train\crops\sample_1019_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1019_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1019,train\crops\sample_1019_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1019_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1019_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1019,train\crops\sample_1019_crop.nii.gz,train\crops\sample_1019_crop_label.nii.gz,train\dist_fields\sample_1019_distance_field_crop.nii.gz,0
sample_1017,train\crops\sample_1017_crop_warp_outlier.nii.gz,train\crops\sample_1017_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1017_distance_field_crop_warp_outlier.nii.gz,3
sample_1017,train\crops\sample_1017_crop_sphere_outlier_water.nii.gz,train\crops\sample_1017_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1017_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1017,train\crops\sample_1017_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1017_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1017_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1017,train\crops\sample_1017_crop.nii.gz,train\crops\sample_1017_crop_label.nii.gz,train\dist_fields\sample_1017_distance_field_crop.nii.gz,0
sample_1015,train\crops\sample_1015_crop_warp_outlier.nii.gz,train\crops\sample_1015_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1015_distance_field_crop_warp_outlier.nii.gz,3
sample_1015,train\crops\sample_1015_crop_sphere_outlier_water.nii.gz,train\crops\sample_1015_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1015_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1015,train\crops\sample_1015_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1015_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1015_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1015,train\crops\sample_1015_crop.nii.gz,train\crops\sample_1015_crop_label.nii.gz,train\dist_fields\sample_1015_distance_field_crop.nii.gz,0
sample_1014,train\crops\sample_1014_crop_warp_outlier.nii.gz,train\crops\sample_1014_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1014_distance_field_crop_warp_outlier.nii.gz,3
sample_1014,train\crops\sample_1014_crop_sphere_outlier_water.nii.gz,train\crops\sample_1014_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1014_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1014,train\crops\sample_1014_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1014_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1014_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1014,train\crops\sample_1014_crop.nii.gz,train\crops\sample_1014_crop_label.nii.gz,train\dist_fields\sample_1014_distance_field_crop.nii.gz,0
sample_1012,train\crops\sample_1012_crop_warp_outlier.nii.gz,train\crops\sample_1012_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1012_distance_field_crop_warp_outlier.nii.gz,3
sample_1012,train\crops\sample_1012_crop_sphere_outlier_water.nii.gz,train\crops\sample_1012_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1012_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1012,train\crops\sample_1012_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1012_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1012_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1012,train\crops\sample_1012_crop.nii.gz,train\crops\sample_1012_crop_label.nii.gz,train\dist_fields\sample_1012_distance_field_crop.nii.gz,0
sample_1011,train\crops\sample_1011_crop_warp_outlier.nii.gz,train\crops\sample_1011_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1011_distance_field_crop_warp_outlier.nii.gz,3
sample_1011,train\crops\sample_1011_crop_sphere_outlier_water.nii.gz,train\crops\sample_1011_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1011_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1011,train\crops\sample_1011_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1011_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1011_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1011,train\crops\sample_1011_crop.nii.gz,train\crops\sample_1011_crop_label.nii.gz,train\dist_fields\sample_1011_distance_field_crop.nii.gz,0
sample_1009,train\crops\sample_1009_crop_warp_outlier.nii.gz,train\crops\sample_1009_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1009_distance_field_crop_warp_outlier.nii.gz,3
sample_1009,train\crops\sample_1009_crop_sphere_outlier_water.nii.gz,train\crops\sample_1009_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1009_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1009,train\crops\sample_1009_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1009_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1009_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1009,train\crops\sample_1009_crop.nii.gz,train\crops\sample_1009_crop_label.nii.gz,train\dist_fields\sample_1009_distance_field_crop.nii.gz,0
sample_1008,train\crops\sample_1008_crop_warp_outlier.nii.gz,train\crops\sample_1008_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1008_distance_field_crop_warp_outlier.nii.gz,3
sample_1008,train\crops\sample_1008_crop_sphere_outlier_water.nii.gz,train\crops\sample_1008_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1008_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1008,train\crops\sample_1008_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1008_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1008_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1008,train\crops\sample_1008_crop.nii.gz,train\crops\sample_1008_crop_label.nii.gz,train\dist_fields\sample_1008_distance_field_crop.nii.gz,0
sample_1007,train\crops\sample_1007_crop_warp_outlier.nii.gz,train\crops\sample_1007_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1007_distance_field_crop_warp_outlier.nii.gz,3
sample_1007,train\crops\sample_1007_crop_sphere_outlier_water.nii.gz,train\crops\sample_1007_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1007_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1007,train\crops\sample_1007_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1007_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1007_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1007,train\crops\sample_1007_crop.nii.gz,train\crops\sample_1007_crop_label.nii.gz,train\dist_fields\sample_1007_distance_field_crop.nii.gz,0
sample_1004,train\crops\sample_1004_crop_warp_outlier.nii.gz,train\crops\sample_1004_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1004_distance_field_crop_warp_outlier.nii.gz,3
sample_1004,train\crops\sample_1004_crop_sphere_outlier_water.nii.gz,train\crops\sample_1004_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1004_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1004,train\crops\sample_1004_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1004_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1004_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1004,train\crops\sample_1004_crop.nii.gz,train\crops\sample_1004_crop_label.nii.gz,train\dist_fields\sample_1004_distance_field_crop.nii.gz,0
sample_1002,train\crops\sample_1002_crop_warp_outlier.nii.gz,train\crops\sample_1002_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_1002_distance_field_crop_warp_outlier.nii.gz,3
sample_1002,train\crops\sample_1002_crop_sphere_outlier_water.nii.gz,train\crops\sample_1002_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_1002_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_1002,train\crops\sample_1002_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_1002_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_1002_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_1002,train\crops\sample_1002_crop.nii.gz,train\crops\sample_1002_crop_label.nii.gz,train\dist_fields\sample_1002_distance_field_crop.nii.gz,0
sample_0999,train\crops\sample_0999_crop_warp_outlier.nii.gz,train\crops\sample_0999_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0999_distance_field_crop_warp_outlier.nii.gz,3
sample_0999,train\crops\sample_0999_crop_sphere_outlier_water.nii.gz,train\crops\sample_0999_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0999_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0999,train\crops\sample_0999_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0999_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0999_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0999,train\crops\sample_0999_crop.nii.gz,train\crops\sample_0999_crop_label.nii.gz,train\dist_fields\sample_0999_distance_field_crop.nii.gz,0
sample_0997,train\crops\sample_0997_crop_warp_outlier.nii.gz,train\crops\sample_0997_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0997_distance_field_crop_warp_outlier.nii.gz,3
sample_0997,train\crops\sample_0997_crop_sphere_outlier_water.nii.gz,train\crops\sample_0997_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0997_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0997,train\crops\sample_0997_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0997_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0997_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0997,train\crops\sample_0997_crop.nii.gz,train\crops\sample_0997_crop_label.nii.gz,train\dist_fields\sample_0997_distance_field_crop.nii.gz,0
sample_0996,train\crops\sample_0996_crop_warp_outlier.nii.gz,train\crops\sample_0996_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0996_distance_field_crop_warp_outlier.nii.gz,3
sample_0996,train\crops\sample_0996_crop_sphere_outlier_water.nii.gz,train\crops\sample_0996_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0996_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0996,train\crops\sample_0996_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0996_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0996_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0996,train\crops\sample_0996_crop.nii.gz,train\crops\sample_0996_crop_label.nii.gz,train\dist_fields\sample_0996_distance_field_crop.nii.gz,0
sample_0995,train\crops\sample_0995_crop_warp_outlier.nii.gz,train\crops\sample_0995_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0995_distance_field_crop_warp_outlier.nii.gz,3
sample_0995,train\crops\sample_0995_crop_sphere_outlier_water.nii.gz,train\crops\sample_0995_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0995_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0995,train\crops\sample_0995_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0995_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0995_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0995,train\crops\sample_0995_crop.nii.gz,train\crops\sample_0995_crop_label.nii.gz,train\dist_fields\sample_0995_distance_field_crop.nii.gz,0
sample_0994,train\crops\sample_0994_crop_warp_outlier.nii.gz,train\crops\sample_0994_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0994_distance_field_crop_warp_outlier.nii.gz,3
sample_0994,train\crops\sample_0994_crop_sphere_outlier_water.nii.gz,train\crops\sample_0994_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0994_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0994,train\crops\sample_0994_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0994_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0994_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0994,train\crops\sample_0994_crop.nii.gz,train\crops\sample_0994_crop_label.nii.gz,train\dist_fields\sample_0994_distance_field_crop.nii.gz,0
sample_0993,train\crops\sample_0993_crop_warp_outlier.nii.gz,train\crops\sample_0993_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0993_distance_field_crop_warp_outlier.nii.gz,3
sample_0993,train\crops\sample_0993_crop_sphere_outlier_water.nii.gz,train\crops\sample_0993_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0993_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0993,train\crops\sample_0993_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0993_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0993_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0993,train\crops\sample_0993_crop.nii.gz,train\crops\sample_0993_crop_label.nii.gz,train\dist_fields\sample_0993_distance_field_crop.nii.gz,0
sample_0991,train\crops\sample_0991_crop_warp_outlier.nii.gz,train\crops\sample_0991_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0991_distance_field_crop_warp_outlier.nii.gz,3
sample_0991,train\crops\sample_0991_crop_sphere_outlier_water.nii.gz,train\crops\sample_0991_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0991_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0991,train\crops\sample_0991_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0991_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0991_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0991,train\crops\sample_0991_crop.nii.gz,train\crops\sample_0991_crop_label.nii.gz,train\dist_fields\sample_0991_distance_field_crop.nii.gz,0
sample_0990,train\crops\sample_0990_crop_warp_outlier.nii.gz,train\crops\sample_0990_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0990_distance_field_crop_warp_outlier.nii.gz,3
sample_0990,train\crops\sample_0990_crop_sphere_outlier_water.nii.gz,train\crops\sample_0990_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0990_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0990,train\crops\sample_0990_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0990_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0990_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0990,train\crops\sample_0990_crop.nii.gz,train\crops\sample_0990_crop_label.nii.gz,train\dist_fields\sample_0990_distance_field_crop.nii.gz,0
sample_0987,train\crops\sample_0987_crop_warp_outlier.nii.gz,train\crops\sample_0987_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0987_distance_field_crop_warp_outlier.nii.gz,3
sample_0987,train\crops\sample_0987_crop_sphere_outlier_water.nii.gz,train\crops\sample_0987_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0987_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0987,train\crops\sample_0987_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0987_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0987_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0987,train\crops\sample_0987_crop.nii.gz,train\crops\sample_0987_crop_label.nii.gz,train\dist_fields\sample_0987_distance_field_crop.nii.gz,0
sample_0985,train\crops\sample_0985_crop_warp_outlier.nii.gz,train\crops\sample_0985_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0985_distance_field_crop_warp_outlier.nii.gz,3
sample_0985,train\crops\sample_0985_crop_sphere_outlier_water.nii.gz,train\crops\sample_0985_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0985_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0985,train\crops\sample_0985_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0985_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0985_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0985,train\crops\sample_0985_crop.nii.gz,train\crops\sample_0985_crop_label.nii.gz,train\dist_fields\sample_0985_distance_field_crop.nii.gz,0
sample_0984,train\crops\sample_0984_crop_warp_outlier.nii.gz,train\crops\sample_0984_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0984_distance_field_crop_warp_outlier.nii.gz,3
sample_0984,train\crops\sample_0984_crop_sphere_outlier_water.nii.gz,train\crops\sample_0984_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0984_distance_field_crop_sphere_outlier_water.nii.gz,2
sample_0984,train\crops\sample_0984_crop_sphere_outlier_mean_std_inpaint.nii.gz,train\crops\sample_0984_crop_label_sphere_outlier_mean_std_inpaint.nii.gz,train\dist_fields\sample_0984_distance_field_crop_sphere_outlier_mean_std_inpaint.nii.gz,1
sample_0984,train\crops\sample_0984_crop.nii.gz,train\crops\sample_0984_crop_label.nii.gz,train\dist_fields\sample_0984_distance_field_crop.nii.gz,0
sample_0983,train\crops\sample_0983_crop_warp_outlier.nii.gz,train\crops\sample_0983_crop_label_warp_outlier.nii.gz,train\dist_fields\sample_0983_distance_field_crop_warp_outlier.nii.gz,3
sample_0983,train\crops\sample_0983_crop_sphere_outlier_water.nii.gz,train\crops\sample_0983_crop_label_sphere_outlier_water.nii.gz,train\dist_fields\sample_0983_distance_field_crop_sphere_outlier_water.nii.gz,2
